Date,Open,High,Low,Close,Adj Close,Volume
2019-04-18,5997.039844,6000.7199216,5970.3199216,5987.9199216,5987.9199216,260257000
2019-04-23,5987.9199216,6043.1199216,5987.9199216,6038.4800784,6038.4800784,386044000
2019-04-24,6038.4800784,6039.039844,5985.360156,5997.439844,5997.439844,341324000
2019-04-25,5997.439844,5998.639844,5944.8,5967.2800784,5967.2800784,337189000
2019-04-26,5967.2800784,5973.760156,5938.8800784,5962.560156,5962.560156,419890000
2019-04-29,5962.560156,5985.2,5945.2,5972.560156,5972.560156,245612000
2019-04-30,5972.560156,5981.039844,5935.2800784,5954.560156,5954.560156,375544000
2019-05-01,5954.560156,5977.2,5923.760156,5928.239844,5928.239844,168363000
2019-05-02,5928.239844,5935.1199216,5891.6,5901.039844,5901.039844,309188000
2019-05-03,5901.039844,5954.560156,5900,5924.4800784,5924.4800784,231145000
2019-05-07,5924.4800784,5924.4800784,5820.8,5828.4,5828.4,440293000
2019-05-08,5828.4,5842.639844,5798.3199216,5836.8,5836.8,404606000
2019-05-09,5836.8,5836.8,5773.760156,5785.9199216,5785.9199216,427229000
2019-05-10,5785.9199216,5834.560156,5771.9199216,5782.639844,5782.639844,309085000
2019-05-13,5782.639844,5793.6800784,5740.7199216,5750.960156,5750.960156,386777000
2019-05-14,5750.960156,5813.2800784,5750.960156,5813.2800784,5813.2800784,360773000
2019-05-15,5813.2800784,5862.960156,5798.4800784,5857.6,5857.6,405633000
2019-05-16,5857.6,5902.8,5832.639844,5902.8,5902.8,327987000
2019-05-17,5902.8,5903.360156,5865.839844,5898.8800784,5898.8800784,370510000
2019-05-20,5898.8800784,5908.239844,5834.8800784,5868.7199216,5868.7199216,366232000
2019-05-21,5868.7199216,5916,5868.7199216,5883.1199216,5883.1199216,374679000
2019-05-22,5883.1199216,5918.639844,5870.8800784,5887.360156,5887.360156,400472000
2019-05-23,5887.360156,5887.360156,5789.039844,5804.8,5804.8,397539000
2019-05-24,5804.8,5862.4,5804.8,5842.160156,5842.160156,316777000
2019-05-28,5842.160156,5871.9199216,5830.239844,5835.2,5835.2,577584000
2019-05-29,5835.2,5835.2,5741.1199216,5768.239844,5768.239844,326439000
2019-05-30,5768.239844,5809.360156,5764.4800784,5794.560156,5794.560156,319229000
2019-05-31,5794.560156,5794.560156,5724.7199216,5749.360156,5749.360156,426990000
2019-06-03,5749.360156,5769.360156,5683.760156,5767.839844,5767.839844,355781000
2019-06-04,5767.839844,5799.2,5730.4800784,5791.439844,5791.439844,414775000
2019-06-05,5793.360156,5827.360156,5781.1199216,5796.160156,5796.160156,372500000
2019-06-06,5796.160156,5840.560156,5794.960156,5827.9199216,5827.9199216,310633000
2019-06-07,5827.9199216,5897.9199216,5826.560156,5885.5199216,5885.5199216,296279000
2019-06-10,5885.5199216,5924.0800784,5885.5199216,5920.4,5920.4,223539000
2019-06-11,5920.4,5956.560156,5920.4,5938.8,5938.8,334887000
2019-06-12,5938.8,5938.8,5883.439844,5914.0800784,5914.0800784,400064000
2019-06-13,5914.0800784,5938.8800784,5900.8,5914.8800784,5914.8800784,304376000
2019-06-14,5914.8800784,5915.039844,5873.1199216,5896.639844,5896.639844,305360000
2019-06-17,5896.639844,5916.560156,5879.6,5905.839844,5905.839844,265861000
2019-06-18,5905.839844,5995.360156,5896.4800784,5974.4,5974.4,399487000
2019-06-19,5974.4,5983.9199216,5939.360156,5942.8,5942.8,375696000
2019-06-20,5942.8,5988.639844,5942.8,5959.5199216,5959.5199216,349298000
2019-06-21,5959.5199216,5985.439844,5926.3199216,5946,5946,725959000
2019-06-24,5946,5968.4,5939.6800784,5953.360156,5953.360156,313737000
2019-06-25,5953.360156,5963.760156,5918.560156,5957.9199216,5957.9199216,303678000
2019-06-26,5957.9199216,5968.7199216,5944.4,5953.1199216,5953.1199216,327216000
2019-06-27,5953.1199216,5971.5199216,5920.4,5941.839844,5941.839844,322942000
2019-06-28,5941.839844,5968.960156,5939.1199216,5960.4800784,5960.4800784,354265000
2019-07-01,5960.4800784,6044.160156,5960.4800784,6018,6018,317326000
2019-07-02,6018,6072.239844,6018,6067.360156,6067.360156,278188000
2019-07-03,6067.360156,6116.8,6066.8,6107.439844,6107.439844,341261000
2019-07-04,6107.439844,6118.0800784,6101.039844,6102.8800784,6102.8800784,243859000
2019-07-05,6102.8800784,6102.8800784,6053.5199216,6062.4800784,6062.4800784,275324000
2019-07-08,6062.4800784,6077.039844,6050.960156,6059.439844,6059.439844,269149000
2019-07-09,6059.439844,6062.639844,6034.3199216,6049.2,6049.2,271463000
2019-07-10,6049.2,6067.2800784,6032.4800784,6044.560156,6044.560156,271148000
2019-07-11,6044.560156,6066.639844,6021.360156,6027.839844,6027.839844,296566000
2019-07-12,6027.839844,6049.6800784,6015.039844,6024.8,6024.8,250569000
2019-07-15,6024.8,6058.639844,6009.9199216,6045.360156,6045.360156,241261000
2019-07-16,6045.360156,6092.0800784,6039.6,6081.760156,6081.760156,303591000
2019-07-17,6081.760156,6081.760156,6035.360156,6048.4,6048.4,288327000
2019-07-18,6048.4,6048.4,6006.0800784,6014.4800784,6014.4800784,252023000
2019-07-19,6014.4800784,6057.360156,6000.4,6026.960156,6026.960156,287808000
2019-07-22,6026.960156,6059.760156,6013.439844,6031.9199216,6031.9199216,256561000
2019-07-23,6031.9199216,6098.8800784,6031.9199216,6065.5199216,6065.5199216,317462000
2019-07-24,6065.5199216,6066.4,6003.2800784,6021.2,6021.2,318708000
2019-07-25,6021.2,6054.0800784,5990.160156,6011.2800784,6011.2800784,316773000
2019-07-26,6011.2800784,6062.8800784,6009.360156,6059.2800784,6059.2800784,387872000
2019-07-29,6059.2800784,6189.039844,6059.1199216,6169.2800784,6169.2800784,379629000
2019-07-30,6169.2800784,6202,6134.960156,6137.439844,6137.439844,411161000
2019-07-31,6137.439844,6138.560156,6080.8800784,6089.439844,6089.439844,546343000
2019-08-01,6089.439844,6108,6048.7199216,6087.9199216,6087.9199216,408907000
2019-08-02,6087.9199216,6088.160156,5938.3199216,5945.6800784,5945.6800784,515796000
2019-08-05,5945.6800784,5945.6800784,5780.4,5799.1199216,5799.1199216,621742000
2019-08-06,5799.1199216,5813.2800784,5753.6,5757.360156,5757.360156,395875000
2019-08-07,5757.360156,5810.3199216,5743.1199216,5778.960156,5778.960156,367760000
2019-08-08,5778.960156,5848.7199216,5773.039844,5848.7199216,5848.7199216,363030000
2019-08-09,5848.7199216,5857.839844,5809.6800784,5823.1199216,5823.1199216,397404000
2019-08-12,5823.1199216,5864.4800784,5786,5801.360156,5801.360156,292731000
2019-08-13,5801.360156,5844.8800784,5753.5199216,5820.7199216,5820.7199216,349205000
2019-08-14,5820.7199216,5834.960156,5709.6800784,5738.3199216,5738.3199216,405759000
2019-08-15,5738.3199216,5739.039844,5636.160156,5673.6,5673.6,438908000
2019-08-16,5673.6,5720.7199216,5673.6,5713.760156,5713.760156,325972000
2019-08-19,5713.760156,5791.360156,5713.760156,5771.760156,5771.760156,306434000
2019-08-20,5771.760156,5805.360156,5716.960156,5720,5720,383038000
2019-08-21,5720,5792.4,5717.6800784,5783.2,5783.2,302686000
2019-08-22,5783.2,5783.2,5702.960156,5722.560156,5722.560156,326672000
2019-08-23,5722.560156,5770.8800784,5696,5696,5696,321505000
2019-08-27,5696,5708.639844,5655.760156,5691.6800784,5691.6800784,425700000
2019-08-28,5691.6800784,5724.960156,5660,5711.760156,5711.760156,337819000
2019-08-29,5711.760156,5779.360156,5702.4800784,5767.439844,5767.439844,317841000
2019-08-30,5767.439844,5812.3199216,5763.760156,5785.760156,5785.760156,363934000
2019-09-02,5785.760156,5872.239844,5785.5199216,5845.5199216,5845.5199216,248882000
2019-09-03,5845.5199216,5861.2,5811.2800784,5834.560156,5834.560156,313048000
2019-09-04,5834.560156,5887.6800784,5834.560156,5869.039844,5869.039844,338722000
2019-09-05,5869.039844,5884.560156,5820.4800784,5836.960156,5836.960156,355651000
2019-09-06,5836.960156,5847.2800784,5815.2800784,5845.839844,5845.839844,346144000
2019-09-09,5845.839844,5880.160156,5784.8,5808.639844,5808.639844,397416000
2019-09-10,5808.639844,5836.4,5779.5199216,5834.4,5834.4,515775000
2019-09-11,5834.4,5897.360156,5834.4,5890.4,5890.4,414561000
2019-09-12,5890.4,5915.439844,5862.560156,5895.760156,5895.760156,362630000
2019-09-13,5895.760156,5924.239844,5874.560156,5914,5914,501914000
2019-09-16,5914,5922.639844,5877.1199216,5877.1199216,5877.1199216,454130000
2019-09-17,5877.1199216,5900.160156,5853.760156,5876.3199216,5876.3199216,349211000
2019-09-18,5876.3199216,5900.4,5860.3199216,5871.2800784,5871.2800784,321358000
2019-09-19,5871.2800784,5918.4800784,5852.560156,5905.1199216,5905.1199216,316369000
2019-09-20,5905.1199216,5921.039844,5877.6,5895.9199216,5895.9199216,828144000
2019-09-23,5895.9199216,5909.839844,5847.839844,5880.8800784,5880.8800784,244830000
2019-09-24,5880.8800784,5899.2,5845.5199216,5853.1199216,5853.1199216,294386000
2019-09-25,5853.1199216,5853.6,5790.4,5852,5852,352277000
2019-09-26,5852,5929.6800784,5841.760156,5900.8800784,5900.8800784,352354000
2019-09-27,5900.8800784,5972.639844,5900.8,5960.960156,5960.960156,292159000
2019-09-30,5960.960156,5971.6800784,5941.760156,5946.560156,5946.560156,327778000
2019-10-01,5946.560156,5966.560156,5902.239844,5908.239844,5908.239844,367282000
2019-10-02,5908.239844,5908.239844,5715.760156,5718,5718,373900000
2019-10-03,5718,5723.2,5623.5199216,5682.0800784,5682.0800784,317776000
2019-10-04,5682.0800784,5746.239844,5681.9199216,5744.3199216,5744.3199216,294388000
2019-10-07,5744.3199216,5785.5199216,5726.4,5778.3199216,5778.3199216,275696000
2019-10-08,5778.3199216,5799.1199216,5734.560156,5734.560156,5734.560156,346433000
2019-10-09,5734.560156,5777.1199216,5731.9199216,5753.2,5753.2,291013000
2019-10-10,5753.2,5790.3199216,5724.4,5769.1199216,5769.1199216,350011000
2019-10-11,5769.1199216,5820.0800784,5735.760156,5817.6800784,5817.6800784,753846000
2019-10-14,5817.6800784,5821.439844,5775.360156,5790.8,5790.8,390290000
2019-10-15,5790.8,5813.9199216,5761.360156,5789.2800784,5789.2800784,561844000
2019-10-16,5789.2800784,5794.0800784,5739.839844,5754.4,5754.4,500242000
2019-10-17,5754.4,5810.239844,5749.6,5765.839844,5765.839844,563048000
2019-10-18,5765.839844,5777.6800784,5736.8800784,5740.4800784,5740.4800784,434673000
2019-10-21,5740.4800784,5778,5731.5199216,5750.8800784,5750.8800784,426816000
2019-10-22,5750.8800784,5804.160156,5737.360156,5790,5790,400371000
2019-10-23,5790,5832.7199216,5775.2800784,5828.560156,5828.560156,382467000
2019-10-24,5828.560156,5891.1199216,5824.4,5882.639844,5882.639844,366823000
2019-10-25,5882.639844,5884.960156,5843.839844,5879.6,5879.6,290153000
2019-10-28,5879.6,5897.5199216,5853.2800784,5885.039844,5885.039844,338021000
2019-10-29,5885.039844,5888.560156,5831.760156,5865.039844,5865.039844,355010000
2019-10-30,5865.039844,5887.2,5842.560156,5884.639844,5884.639844,336096000
2019-10-31,5884.639844,5888.160156,5816.160156,5818.7199216,5818.7199216,423829000
2019-11-01,5818.7199216,5865.760156,5818.7199216,5861.9199216,5861.9199216,291039000
2019-11-04,5861.9199216,5934.160156,5861.9199216,5915.760156,5915.760156,291331000
2019-11-05,5915.760156,5942.239844,5915.6800784,5930.4800784,5930.4800784,336593000
2019-11-06,5930.4800784,5939.039844,5910.8800784,5937.360156,5937.360156,309257000
2019-11-07,5937.360156,5965.5199216,5936.8,5945.1199216,5945.1199216,334387000
2019-11-08,5945.1199216,5945.439844,5899.2800784,5907.5199216,5907.5199216,275993000
2019-11-11,5907.5199216,5907.5199216,5826.8,5882.8,5882.8,414213000
2019-11-12,5882.8,5932,5882.560156,5912.3199216,5912.3199216,377322000
2019-11-13,5912.3199216,5912.3199216,5861.360156,5900.960156,5900.960156,347860000
2019-11-14,5900.960156,5901.039844,5854.239844,5854.239844,5854.239844,337613000
2019-11-15,5854.239844,5888.4800784,5814.560156,5862.3199216,5862.3199216,385237000
2019-11-18,5862.3199216,5888.3199216,5854.7199216,5866.160156,5866.160156,382230000
2019-11-19,5866.160156,5943.6,5866.160156,5879.039844,5879.039844,302836000
2019-11-20,5879.039844,5879.039844,5795.2800784,5830,5830,407116000
2019-11-21,5830,5830,5777.839844,5810.8800784,5810.8800784,304093000
2019-11-22,5810.8800784,5894.639844,5810.8,5881.439844,5881.439844,305621000
2019-11-25,5881.439844,5941.439844,5881.439844,5937.039844,5937.039844,285491000
2019-11-26,5937.039844,5957.039844,5928,5942.4800784,5942.4800784,529326000
2019-11-27,5942.4800784,5976.8,5940.3199216,5963.839844,5963.839844,313123000
2019-11-28,5963.839844,5963.839844,5928.239844,5953.1199216,5953.1199216,302685000
2019-11-29,5953.1199216,5957.1199216,5897.2,5897.2,5897.2,313668000
2019-12-02,5897.2,5940.239844,5841.6,5848.7199216,5848.7199216,464279000
2019-12-03,5848.7199216,5848.7199216,5727.9199216,5747.039844,5747.039844,412466000
2019-12-04,5747.039844,5772,5731.9199216,5770.8,5770.8,344006000
2019-12-05,5770.8,5775.839844,5724.960156,5730.3199216,5730.3199216,325309000
2019-12-06,5730.3199216,5813.2,5730.3199216,5811.760156,5811.760156,258187000
2019-12-09,5811.760156,5824.560156,5794.239844,5807.1199216,5807.1199216,309700000
2019-12-10,5807.1199216,5807.5199216,5730.239844,5791.039844,5791.039844,351764000
2019-12-11,5791.039844,5820.560156,5776.4,5793.039844,5793.039844,410419000
2019-12-12,5793.039844,5865.9199216,5792.8800784,5838.8,5838.8,363544000
2019-12-13,5838.8,5963.2,5798.7199216,5902.7199216,5902.7199216,953334000
2019-12-16,5902.7199216,6062.160156,5902.560156,6035.2800784,6035.2800784,522646000
2019-12-17,6035.2800784,6050.160156,6017.760156,6040.239844,6040.239844,548257000
2019-12-18,6040.239844,6065.6800784,6032.160156,6052.639844,6052.639844,339644000
2019-12-19,6052.639844,6080.7199216,6040.8800784,6079.039844,6079.039844,330967000
2019-12-20,6079.039844,6099.6,6071.6800784,6086,6086,579862000
2019-12-23,6086,6122.560156,6067.6800784,6118.8800784,6118.8800784,269573000
2019-12-24,6118.8800784,6128.960156,6106.560156,6125.760156,6125.760156,92836000
2019-12-27,6125.760156,6152.3199216,6118,6135.9199216,6135.9199216,155559000
2019-12-30,6135.9199216,6135.9199216,6089.6800784,6089.6800784,6089.6800784,152124000
2019-12-31,6089.6800784,6089.9199216,6045.9199216,6053.9199216,6053.9199216,106071000
2020-01-02,6053.9199216,6119.839844,6053.9199216,6103.439844,6103.439844,241103000
2020-01-03,6103.439844,6121.1199216,6060.8,6117.9199216,6117.9199216,237814000
2020-01-06,6117.9199216,6117.9199216,6042.4800784,6080.239844,6080.239844,258392000
2020-01-07,6080.239844,6103.6800784,6069.6800784,6079.1199216,6079.1199216,255788000
2020-01-08,6079.1199216,6083.6,6040,6079.9199216,6079.9199216,303113000
2020-01-09,6079.9199216,6122.239844,6079.9199216,6098.4800784,6098.4800784,326919000
2020-01-10,6098.4800784,6125.6,6088.0800784,6090.3199216,6090.3199216,325658000
2020-01-13,6090.3199216,6128.639844,6086,6114.0800784,6114.0800784,329510000
2020-01-14,6114.0800784,6140.560156,6091.039844,6117.9199216,6117.9199216,348824000
2020-01-15,6117.9199216,6134.239844,6107.5199216,6134.239844,6134.239844,365288000
2020-01-16,6134.239844,6142.8800784,6096.239844,6107.839844,6107.839844,286782000
2020-01-17,6107.839844,6171.760156,6107.839844,6159.6800784,6159.6800784,315985000
2020-01-20,6159.6800784,6166.239844,6131.6800784,6141.1199216,6141.1199216,179490000
2020-01-21,6141.1199216,6141.1199216,6060.4,6108.560156,6108.560156,328260000
2020-01-22,6108.560156,6129.9199216,6070.8,6077.5199216,6077.5199216,302318000
2020-01-23,6077.5199216,6077.6800784,6022.560156,6026.160156,6026.160156,334308000
2020-01-24,6026.160156,6133.760156,6026.0800784,6088.8,6088.8,302880000
2020-01-27,6088.8,6088.8,5934.239844,5949.6800784,5949.6800784,339729000
2020-01-28,5949.6800784,6013.1199216,5948.3199216,6004.560156,6004.560156,267926000
2020-01-29,6004.560156,6031.760156,5989.760156,6006.8800784,6006.8800784,262518000
2020-01-30,6006.8800784,6006.8800784,5906.0800784,5925.6,5925.6,342751000
2020-01-31,5925.6,5938.639844,5840,5848.8,5848.8,357025000
2020-02-03,5848.8,5908,5848.160156,5881.039844,5881.039844,322923000
2020-02-04,5881.039844,5973.6800784,5881.039844,5971.839844,5971.839844,348352000
2020-02-05,5971.839844,6029.9199216,5946.8,6006,6006,409456000
2020-02-06,6006,6046.8800784,6006,6023.839844,6023.839844,336974000
2020-02-07,6023.839844,6025.039844,5972.8800784,5993.360156,5993.360156,352987000
2020-02-10,5993.360156,5993.360156,5962.3199216,5977.5199216,5977.5199216,306409000
2020-02-11,5977.5199216,6043.6,5977.5199216,6019.5199216,6019.5199216,350345000
2020-02-12,6019.5199216,6058.160156,6019.2,6047.5199216,6047.5199216,286522000
2020-02-13,6047.5199216,6047.5199216,5945.5199216,5981.6,5981.6,411783000
2020-02-14,5981.6,5998.3199216,5942.960156,5947.2800784,5947.2800784,314928000
2020-02-17,5947.2800784,5980,5947.2800784,5966.639844,5966.639844,197283000
2020-02-18,5966.639844,5966.639844,5902.7199216,5925.6,5925.6,393414000
2020-02-19,5925.6,5989.6,5925.6,5985.6,5985.6,301488000
2020-02-20,5985.6,6004.4,5969.2800784,5969.2800784,5969.2800784,390241000
2020-02-21,5969.2800784,5969.360156,5916.4800784,5943.1199216,5943.1199216,436297000
2020-02-24,5943.1199216,5943.1199216,5711.6,5745.439844,5745.439844,540740000
2020-02-25,5745.439844,5778.560156,5623.9199216,5634.3199216,5634.3199216,488235000
2020-02-26,5634.3199216,5655.760156,5517.5199216,5654,5654,491205000
2020-02-27,5654,5654,5404,5457.1199216,5457.1199216,612414000
2020-02-28,5457.1199216,5457.1199216,5188.0800784,5284.4800784,5284.4800784,989918000
2020-03-02,5284.4800784,5440.160156,5216.8,5343.9199216,5343.9199216,885422000
2020-03-03,5343.9199216,5497.039844,5343.9199216,5394.560156,5394.560156,638595000
2020-03-04,5394.560156,5505.039844,5380.160156,5472.4800784,5472.4800784,557892000
2020-03-05,5472.4800784,5487.2800784,5350.0800784,5384.3199216,5384.3199216,573447000
2020-03-06,5384.3199216,5384.3199216,5165.1199216,5190.0800784,5190.0800784,688977000
2020-03-09,5190.0800784,5190.0800784,4733.2800784,4792.639844,4792.639844,1049399000
2020-03-10,4792.639844,5004.8800784,4762.3199216,4788.160156,4788.160156,864811000
2020-03-11,4788.160156,4890.8,4708.639844,4721.2,4721.2,753759000
2020-03-12,4721.2,4721.2,4210,4210,4210,1104638000
2020-03-13,4210,4577.2,4210,4312.8800784,4312.8800784,967553000
2020-03-16,4312.8800784,4312.8800784,3939.039844,4140.8800784,4140.8800784,1055784000
2020-03-17,4140.8800784,4267.2,4003.039844,4255.9199216,4255.9199216,970582000
2020-03-18,4255.9199216,4255.9199216,4024.960156,4084.4800784,4084.4800784,918538000
2020-03-19,4084.4800784,4164.8,3973.9199216,4141.2800784,4141.2800784,981706000
2020-03-20,4141.2800784,4355.439844,4141.2800784,4172.639844,4172.639844,1292783000
2020-03-23,4172.639844,4175.839844,3958.239844,4015.1199216,4015.1199216,814802000
2020-03-24,4015.1199216,4376.8,4015.1199216,4376.8,4376.8,791211000
2020-03-25,4376.8,4613.1199216,4340.4,4570.560156,4570.560156,930498000
2020-03-26,4570.560156,4672.560156,4422.7199216,4672.560156,4672.560156,768370000
2020-03-27,4672.560156,4672.560156,4345.6800784,4428.239844,4428.239844,728605000
2020-03-30,4428.239844,4473.760156,4301.439844,4470.960156,4470.960156,568438000
2020-03-31,4470.960156,4582.160156,4456.7199216,4557.6,4557.6,801056000
2020-04-01,4557.6,4557.6,4351.760156,4383.6800784,4383.6800784,835181000
2020-04-02,4383.6800784,4461.9199216,4336.0800784,4404.160156,4404.160156,777143000
2020-04-03,4404.160156,4409.039844,4337.360156,4352.4,4352.4,590259000
2020-04-06,4352.4,4492.4800784,4352.4,4485.9199216,4485.9199216,603976000
2020-04-07,4485.9199216,4644.160156,4485.9199216,4583.6,4583.6,781964000
2020-04-08,4583.6,4583.6,4491.760156,4562.160156,4562.160156,566868000
2020-04-09,4562.160156,4694.160156,4562.160156,4694.160156,4694.160156,645151000
2020-04-14,4694.160156,4735.760156,4643.2,4653.039844,4653.039844,528423000
2020-04-15,4653.039844,4653.360156,4481.1199216,4498.160156,4498.160156,687986000
2020-04-16,4498.160156,4546.0800784,4482.239844,4522.7199216,4522.7199216,536844000
2020-04-17,4522.7199216,4691.439844,4522.7199216,4649.6,4649.6,602043000
2020-04-20,4649.6,4679.1199216,4586.160156,4670.239844,4670.239844,411307000
2020-04-21,4670.239844,4670.239844,4532.8,4532.8,4532.8,444331000
2020-04-22,4532.8,4641.6800784,4532.8,4636.4800784,4636.4800784,433500000
2020-04-23,4636.4800784,4694.8800784,4608.7199216,4681.2800784,4681.2800784,441058000
2020-04-24,4681.2800784,4681.760156,4603.039844,4621.760156,4621.760156,404411000
2020-04-27,4621.760156,4704.4800784,4621.760156,4697.439844,4697.439844,396123000
2020-04-28,4697.439844,4802.239844,4688.7199216,4786.8,4786.8,598425000
2020-04-29,4786.8,4923.6800784,4780.639844,4912.239844,4912.239844,644049000
2020-04-30,4912.239844,4941.2800784,4738.3199216,4740.960156,4740.960156,966674000
2020-05-01,4740.960156,4740.960156,4616.8800784,4630.4800784,4630.4800784,390664000
2020-05-04,4630.4800784,4654.3199216,4581.6,4623.039844,4623.039844,519489000
2020-05-05,4623.039844,4715.6,4623.039844,4699.5199216,4699.5199216,484521000
